codigo_postal,nombre,tipo,municipio_id,estado_id
21387,Club Campestre de Mexicali - Golf,Equipamiento,Mexicali,02
21387,Pórticos del Valle,Fraccionamiento,Mexicali,02
21387,Los Naranjos,Fraccionamiento,Mexicali,02
21387,Jardines de Calafia,Fraccionamiento,Mexicali,02
21387,Solidaridad Social,Fraccionamiento,Mexicali,02
21387,Popular Leandro Valle,Fraccionamiento,Mexicali,02
21387,Ampliación Solidaridad Social,Colonia,Mexicali,02
21387,Ladrillera Campestre,Colonia,Mexicali,02
21387,Rivera Campestre,Colonia,Mexicali,02
21387,Laguna Campestre,Fraccionamiento,Mexicali,02
21387,Diego Bustamante,Colonia,Mexicali,02
21387,Vista del Valle,Fraccionamiento,Mexicali,02
21387,Nuevo Milenio,Colonia,Mexicali,02
21387,5 de Julio,Colonia,Mexicali,02
21387,Misión del Ángel,Fraccionamiento,Mexicali,02
